City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
260,Zheleznodorozhnyy,RU,55.7503,38.0042,35.6,64,0,4.47,clear sky,2021-04-04 23:17:02
261,Bonnyville,CA,54.2668,-110.735,44.6,61,75,17.27,broken clouds,2021-04-04 23:15:19
262,Champerico,GT,14.3,-91.9167,86.0,66,75,6.91,broken clouds,2021-04-04 23:17:02
263,Kushiro,JP,42.975,144.3747,35.6,64,75,11.5,broken clouds,2021-04-04 23:17:03
264,Batagay,RU,67.6333,134.6333,-8.46,93,100,3.53,overcast clouds,2021-04-04 23:17:04
265,Grindavik,IS,63.8424,-22.4338,17.6,57,75,14.97,broken clouds,2021-04-04 23:17:04
266,Reconquista,AR,-29.15,-59.65,74.26,56,1,2.39,clear sky,2021-04-04 23:17:04
267,Nelson Bay,AU,-32.7167,152.15,73.99,100,40,5.75,scattered clouds,2021-04-04 23:17:05
268,Broome,US,42.2506,-75.833,48.2,40,1,14.97,clear sky,2021-04-04 23:17:05
269,Namatanai,PG,-3.6667,152.4333,81.43,77,91,3.18,overcast clouds,2021-04-04 23:17:06
270,Galle,LK,6.0367,80.217,78.51,80,100,7.87,overcast clouds,2021-04-04 23:17:06
271,Dongsheng,CN,39.8161,109.9776,38.61,69,100,14.03,moderate rain,2021-04-04 23:17:07
272,Danane,CI,7.2596,-8.155,70.66,94,48,0.94,scattered clouds,2021-04-04 23:17:07
273,Hurricane,US,37.1753,-113.2899,88.0,7,1,9.22,clear sky,2021-04-04 23:17:08
274,Smithers,CA,54.7804,-127.1743,42.8,52,20,18.41,few clouds,2021-04-04 23:17:08
275,Corn Island,NI,12.1694,-83.0418,80.56,75,48,17.25,scattered clouds,2021-04-04 23:17:09
276,Kinablangan,PH,7.6947,126.5503,79.09,81,100,5.37,overcast clouds,2021-04-04 23:17:09
277,Sola,VU,-13.8833,167.55,78.8,94,90,16.22,overcast clouds,2021-04-04 23:17:10
278,Pochutla,MX,15.7432,-96.4661,88.0,42,20,7.45,few clouds,2021-04-04 23:17:10
279,Solnechnyy,RU,50.7214,136.6319,33.87,45,19,4.59,few clouds,2021-04-04 23:17:10
280,Ahipara,NZ,-35.1667,173.1667,68.14,63,85,5.46,overcast clouds,2021-04-04 23:17:11
281,Soto La Marina,MX,23.7667,-98.2167,75.99,66,95,10.0,overcast clouds,2021-04-04 23:17:11
282,Rocha,UY,-34.4833,-54.3333,64.67,96,21,7.92,few clouds,2021-04-04 23:17:11
283,Pangnirtung,CA,66.1451,-65.7125,0.61,87,44,5.91,scattered clouds,2021-04-04 23:17:12
284,Olinda,BR,-8.0089,-34.8553,80.6,69,75,9.22,broken clouds,2021-04-04 23:17:12
285,Ponta Delgada,PT,37.7333,-25.6667,60.8,94,75,8.05,broken clouds,2021-04-04 23:17:13
286,Guaymas,MX,27.9333,-110.9,102.0,25,1,13.8,clear sky,2021-04-04 23:16:20
287,Pyinmana,MM,19.7333,96.2167,71.37,77,100,2.35,overcast clouds,2021-04-04 23:17:13
288,Bethel,US,41.3712,-73.414,57.2,30,1,8.05,clear sky,2021-04-04 23:17:13
289,San Francisco,US,37.7749,-122.4194,59.0,55,75,23.02,broken clouds,2021-04-04 23:14:58
290,Port Macquarie,AU,-31.4333,152.9167,73.4,73,100,4.61,overcast clouds,2021-04-04 23:17:14
291,Hervey Bay,AU,-25.2986,152.8535,73.99,98,100,5.99,overcast clouds,2021-04-04 23:17:14
292,Oistins,BB,13.0667,-59.5333,78.8,65,40,12.66,scattered clouds,2021-04-04 23:17:15
293,Goba,ET,7.0167,39.9833,50.85,79,30,4.23,scattered clouds,2021-04-04 23:17:15
294,Davila,PH,18.4726,120.5763,77.0,83,20,2.3,haze,2021-04-04 23:17:15
295,Port-Gentil,GA,-0.7193,8.7815,82.4,89,20,8.05,light rain,2021-04-04 23:17:16
296,Peniche,PT,39.3558,-9.3811,55.0,90,0,8.61,clear sky,2021-04-04 23:17:16
297,Pevek,RU,69.7008,170.3133,-7.89,92,95,8.66,overcast clouds,2021-04-04 23:17:16
298,Salekhard,RU,66.53,66.6019,24.03,96,100,8.12,overcast clouds,2021-04-04 23:16:30
299,Saskylakh,RU,71.9167,114.0833,-22.5,99,23,4.74,few clouds,2021-04-04 23:17:17
300,Sumbe,AO,-11.2061,13.8437,79.23,83,97,5.21,overcast clouds,2021-04-04 23:17:17
301,Sanlucar De Barrameda,ES,36.7781,-6.3515,62.6,82,75,5.75,broken clouds,2021-04-04 23:17:18
302,Mount Isa,AU,-20.7333,139.5,75.2,69,90,8.05,overcast clouds,2021-04-04 23:17:18
303,Forest,US,37.3638,-79.2897,71.6,24,1,5.75,clear sky,2021-04-04 23:17:19
304,Hofn,IS,64.2539,-15.2082,18.0,58,29,22.97,scattered clouds,2021-04-04 23:17:19
305,Mayo,US,38.8876,-76.5119,68.0,30,1,5.75,clear sky,2021-04-04 23:17:19
306,Charagua,BO,-19.8,-63.2167,73.4,83,75,5.08,broken clouds,2021-04-04 23:17:20
307,Corrente,BR,-3.7367,-43.3394,74.53,95,100,4.5,overcast clouds,2021-04-04 23:17:20
308,Emerald,AU,-23.5333,148.1667,71.6,94,100,11.5,light rain,2021-04-04 23:17:21
309,Pisco,PE,-13.7,-76.2167,73.4,83,0,6.91,clear sky,2021-04-04 23:17:21
310,Evanston,US,42.0411,-87.6901,75.2,23,40,11.5,scattered clouds,2021-04-04 23:16:40
311,Masumbwe,TZ,-3.6333,32.1833,63.77,95,93,3.13,light rain,2021-04-04 23:17:22
312,Pitimbu,BR,-7.4706,-34.8086,78.8,94,20,5.75,few clouds,2021-04-04 23:17:22
313,Mizdah,LY,31.4451,12.9801,69.12,38,98,13.51,overcast clouds,2021-04-04 23:17:23
314,Muroto,JP,33.2833,134.15,57.2,62,75,25.32,broken clouds,2021-04-04 23:17:23
315,Pedernales,DO,18.0384,-71.744,78.58,74,36,3.49,scattered clouds,2021-04-04 23:17:24
316,Bubaque,GW,11.2833,-15.8333,75.76,74,51,20.04,broken clouds,2021-04-04 23:17:24
317,Bela Vista,BR,-22.1089,-56.5211,87.03,34,93,5.73,overcast clouds,2021-04-04 23:17:25
318,San Cristobal,VE,7.7669,-72.225,80.6,74,40,4.61,scattered clouds,2021-04-04 23:17:25
319,Mbini,GQ,1.574,9.6134,80.26,86,100,6.8,overcast clouds,2021-04-04 23:17:25
320,Abu Dhabi,AE,24.4667,54.3667,73.4,68,0,10.36,clear sky,2021-04-04 23:12:39
321,Moyale,KE,3.5167,39.0584,68.63,81,92,3.53,light rain,2021-04-04 23:17:26
322,Wagar,SD,16.1525,36.2032,74.89,33,1,15.32,clear sky,2021-04-04 23:17:26
323,Kahului,US,20.8947,-156.47,75.2,83,40,18.41,light rain,2021-04-04 23:17:27
324,Rio Gallegos,AR,-51.6226,-69.2181,42.8,70,20,10.36,few clouds,2021-04-04 23:17:03
325,Oranjemund,NA,-28.55,16.4333,61.72,95,23,5.03,few clouds,2021-04-04 23:17:27
326,Chalmette,US,29.9427,-89.9634,71.6,40,1,6.91,clear sky,2021-04-04 23:17:27
327,Waingapu,ID,-9.6567,120.2641,76.3,88,100,7.74,light rain,2021-04-04 23:17:28
328,Douglas,US,41.3,-96.167,87.8,19,1,10.36,clear sky,2021-04-04 23:15:41
329,Rio Grande,BR,-32.035,-52.0986,72.0,85,1,3.0,clear sky,2021-04-04 23:17:03
330,Zhangye,CN,38.9342,100.4517,44.29,34,0,10.31,clear sky,2021-04-04 23:15:14
331,Rafsanjan,IR,30.4067,55.9939,54.0,17,26,6.4,scattered clouds,2021-04-04 23:17:29
332,Ekhabi,RU,53.5102,142.9671,16.25,74,5,10.22,clear sky,2021-04-04 23:17:29
333,Barao De Melgaco,BR,-16.1944,-55.9675,75.2,88,75,1.14,heavy intensity rain,2021-04-04 23:17:29
334,Tartus,SY,34.889,35.8866,50.0,87,0,4.61,clear sky,2021-04-04 23:17:30
335,Atar,MR,20.5169,-13.0499,83.41,12,64,9.53,broken clouds,2021-04-04 23:17:30
336,Aguas Formosas,BR,-17.0822,-40.9358,70.14,97,68,3.42,broken clouds,2021-04-04 23:17:31
337,Wanning,CN,18.8003,110.3967,74.77,91,7,5.12,clear sky,2021-04-04 23:17:31
338,Iskateley,RU,67.6803,53.1512,12.58,93,26,8.32,scattered clouds,2021-04-04 23:17:32
339,Port Hawkesbury,CA,45.6169,-61.3485,39.2,100,90,8.05,overcast clouds,2021-04-04 23:17:32
340,Cowansville,CA,45.2001,-72.7491,51.8,37,56,3.44,broken clouds,2021-04-04 23:16:34
341,Salinas,US,36.6777,-121.6555,60.8,55,20,13.8,few clouds,2021-04-04 23:17:32
342,Macamic,CA,48.7502,-78.9996,48.2,37,75,6.91,broken clouds,2021-04-04 23:17:33
343,Makinsk,KZ,52.6292,70.4169,32.32,91,100,4.56,overcast clouds,2021-04-04 23:17:34
344,Quincy,US,42.2529,-71.0023,57.2,26,1,12.66,clear sky,2021-04-04 23:15:47
345,Novyy Urgal,RU,51.0736,132.5642,26.8,65,52,3.47,broken clouds,2021-04-04 23:17:34
346,Kenai,US,60.5544,-151.2583,42.8,75,1,29.93,clear sky,2021-04-04 23:17:34
347,Coquimbo,CL,-29.9533,-71.3436,62.6,63,20,4.61,few clouds,2021-04-04 23:17:35
348,Maumere,ID,-8.6199,122.2111,78.08,83,100,5.23,light rain,2021-04-04 23:13:18
349,Ancud,CL,-41.8697,-73.8203,59.0,88,0,8.05,clear sky,2021-04-04 23:17:36
350,Eluru,IN,16.7,81.1,78.28,93,74,4.59,broken clouds,2021-04-04 23:17:36
351,Laguna,US,38.421,-121.4238,69.01,42,1,4.61,clear sky,2021-04-04 23:17:07
352,Boa Vista,BR,2.8197,-60.6733,78.8,83,90,8.05,heavy intensity rain,2021-04-04 23:15:06
353,Gurupi,BR,-11.7292,-49.0686,79.3,72,99,4.27,overcast clouds,2021-04-04 23:17:37
354,Hope,US,33.6671,-93.5916,75.2,41,1,5.75,clear sky,2021-04-04 23:17:37
355,Namibe,AO,-15.1961,12.1522,78.96,81,75,6.33,broken clouds,2021-04-04 23:17:38
356,Camopi,GF,3.1655,-52.3158,74.07,98,100,3.44,light rain,2021-04-04 23:17:38
357,Itoman,JP,26.1247,127.6694,66.2,68,75,20.71,broken clouds,2021-04-04 23:17:38
358,Betioky,MG,-23.7167,44.3833,65.8,87,47,3.11,scattered clouds,2021-04-04 23:17:39
359,Caravelas,BR,-17.7125,-39.2481,77.14,76,47,7.43,scattered clouds,2021-04-04 23:17:39
360,Norman Wells,CA,65.282,-126.8329,28.4,50,75,10.36,broken clouds,2021-04-04 23:17:40
361,Sendhwa,IN,21.6833,75.1,78.57,33,0,4.25,clear sky,2021-04-04 23:17:40
362,Lobito,AO,-12.3481,13.5456,80.01,83,95,4.74,overcast clouds,2021-04-04 23:17:41
363,Caluquembe,AO,-13.7833,14.6833,64.53,68,99,3.06,overcast clouds,2021-04-04 23:17:42
364,Owando,CG,-0.4819,15.8999,73.58,91,93,2.19,overcast clouds,2021-04-04 23:17:42
365,Anadyr,RU,64.75,177.4833,0.0,65,0,6.71,clear sky,2021-04-04 23:15:59
366,Tabou,CI,4.423,-7.3528,78.98,89,41,5.41,scattered clouds,2021-04-04 23:17:43
367,Aden,YE,12.7794,45.0367,80.37,56,40,4.47,scattered clouds,2021-04-04 23:17:43
368,Katsuura,JP,35.1333,140.3,61.0,100,75,13.8,mist,2021-04-04 23:17:44
369,Meadow Lake,US,34.8014,-106.5436,82.99,11,40,8.05,scattered clouds,2021-04-04 23:17:44
370,Teknaf,BD,20.8624,92.3058,73.31,83,0,3.8,clear sky,2021-04-04 23:17:45
371,Lexington Park,US,38.2668,-76.4538,66.2,45,1,3.44,clear sky,2021-04-04 23:14:56
372,Ginir,ET,7.1333,40.7,58.93,73,2,1.9,light rain,2021-04-04 23:17:45
373,Gat,IL,31.61,34.7642,57.0,83,0,4.54,clear sky,2021-04-04 23:17:46
374,Kiunga,PG,-6.1219,141.2906,78.51,81,90,2.17,overcast clouds,2021-04-04 23:17:46
375,Carlsbad,US,33.1581,-117.3506,73.0,68,1,9.22,clear sky,2021-04-04 23:15:56
376,Bandarbeyla,SO,9.4942,50.8122,77.27,80,60,0.94,broken clouds,2021-04-04 23:17:46
377,Elko,US,41.0002,-115.5012,73.4,12,1,17.27,clear sky,2021-04-04 23:17:47
378,Port Lincoln,AU,-34.7333,135.8667,64.83,74,0,12.91,clear sky,2021-04-04 23:17:47
379,Yar-Sale,RU,66.8333,70.8333,32.31,99,100,7.25,light snow,2021-04-04 23:17:48
380,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.29,92,53,2.01,broken clouds,2021-04-04 23:17:49
381,Murgab,TM,37.4966,61.9714,50.0,62,40,9.22,scattered clouds,2021-04-04 23:17:49
382,Wukari,NG,7.85,9.7833,85.8,13,73,2.59,broken clouds,2021-04-04 23:17:50
383,Ponta Do Sol,PT,32.6667,-17.1,55.99,62,74,3.0,broken clouds,2021-04-04 23:17:51
384,Kulhudhuffushi,MV,6.6221,73.07,82.51,71,24,12.3,few clouds,2021-04-04 23:14:47
385,San Felipe,VE,10.3399,-68.7425,73.81,92,100,5.39,overcast clouds,2021-04-04 23:17:51
386,Port Hedland,AU,-20.3167,118.5667,73.4,56,9,5.75,clear sky,2021-04-04 23:17:51
387,Zheshart,RU,62.0731,49.5733,18.03,96,36,3.4,scattered clouds,2021-04-04 23:17:52
388,Ankazoabo,MG,-22.2833,44.5167,64.47,96,3,2.91,clear sky,2021-04-04 23:17:53
389,Vanino,RU,49.0869,140.2543,37.26,40,34,2.17,scattered clouds,2021-04-04 23:17:53
390,Inuvik,CA,68.3499,-133.7218,19.4,68,100,8.05,light snow,2021-04-04 23:17:54
391,Sikeston,US,36.8767,-89.5879,71.6,33,1,8.05,clear sky,2021-04-04 23:17:54
392,Turayf,SA,31.6725,38.6637,55.4,44,0,4.61,clear sky,2021-04-04 23:17:55
393,Tooele,US,40.5308,-112.2983,75.0,23,1,12.66,clear sky,2021-04-04 23:17:55
394,Nauta,PE,-4.5061,-73.5757,73.11,99,100,2.17,overcast clouds,2021-04-04 23:17:56
395,Dunedin,NZ,-45.8742,170.5036,68.0,59,21,28.01,few clouds,2021-04-04 23:16:36
396,Puerto Suarez,BO,-18.95,-57.8,82.45,45,45,3.04,heavy intensity rain,2021-04-04 23:17:57
397,Kurilsk,RU,45.2333,147.8833,31.28,72,100,12.33,overcast clouds,2021-04-04 23:17:57
398,Mogadishu,SO,2.0371,45.3438,81.27,78,64,8.61,broken clouds,2021-04-04 23:17:58
399,Qaqortoq,GL,60.7167,-46.0333,3.2,100,90,4.9,overcast clouds,2021-04-04 23:17:58
400,Nianzishan,CN,47.5167,122.8833,44.69,33,47,7.99,scattered clouds,2021-04-04 23:17:59
401,Camabatela,AO,-8.1881,15.375,62.13,95,44,3.67,scattered clouds,2021-04-04 23:17:59
402,Menongue,AO,-14.6585,17.691,61.29,73,31,3.96,scattered clouds,2021-04-04 23:18:00
403,Wilmington,US,34.2257,-77.9447,66.2,37,1,13.8,clear sky,2021-04-04 23:17:36
404,Fortuna,US,40.5982,-124.1573,54.0,81,90,9.22,overcast clouds,2021-04-04 23:18:00
405,Harihar,IN,14.5167,75.8,71.91,85,17,8.52,few clouds,2021-04-04 23:18:01
406,Rairangpur,IN,22.2676,86.1751,72.07,51,0,2.89,clear sky,2021-04-04 23:18:02
407,Tura,IN,25.5198,90.2201,67.91,43,42,3.04,scattered clouds,2021-04-04 23:18:02
408,Antalaha,MG,-14.9003,50.2788,74.68,90,76,4.94,broken clouds,2021-04-04 23:18:03
409,Sisimiut,GL,66.9395,-53.6735,25.52,95,100,7.56,snow,2021-04-04 23:18:03
410,Kargil,IN,34.5667,76.1,32.16,88,100,5.57,light snow,2021-04-04 23:18:04
411,Susanville,US,40.4163,-120.653,71.6,12,1,16.11,clear sky,2021-04-04 23:17:20
412,Arkhipo-Osipovka,RU,44.37,38.52,48.83,96,99,9.15,overcast clouds,2021-04-04 23:18:04
413,Vostok,RU,46.4856,135.8833,33.78,49,5,5.19,clear sky,2021-04-04 23:18:05
414,Udachnyy,RU,66.4167,112.4,-20.83,100,99,5.03,overcast clouds,2021-04-04 23:16:44
415,Harper,LR,4.375,-7.7169,79.12,87,33,6.02,light rain,2021-04-04 23:18:05
416,Banda Aceh,ID,5.5577,95.3222,79.52,79,100,9.08,overcast clouds,2021-04-04 23:18:06
417,Cayenne,GF,4.9333,-52.3333,78.8,94,75,4.61,broken clouds,2021-04-04 23:18:06
418,Newtownards,GB,54.5924,-5.6909,42.8,75,75,10.36,light rain,2021-04-04 23:18:06
419,Sosnovo-Ozerskoye,RU,52.5249,111.5418,23.56,72,11,11.03,few clouds,2021-04-04 23:18:07
420,Mao,ES,39.8885,4.2658,55.4,94,0,9.22,clear sky,2021-04-04 23:18:07
421,Jiaojiang,CN,28.6803,121.4428,52.0,70,0,5.12,clear sky,2021-04-04 23:18:08
422,Arman,RU,59.7,150.1667,16.5,58,100,6.42,overcast clouds,2021-04-04 23:18:08
423,Huarmey,PE,-10.0681,-78.1522,73.54,75,30,8.75,scattered clouds,2021-04-04 23:18:09
424,Chardara,KZ,41.2547,67.9692,49.21,61,39,7.56,scattered clouds,2021-04-04 23:18:10
425,Seoul,KR,37.5683,126.9778,50.0,62,0,1.14,clear sky,2021-04-04 23:17:08
426,Flin Flon,CA,54.7682,-101.865,42.8,45,90,10.36,overcast clouds,2021-04-04 23:18:10
427,Hauterive,FR,46.0901,3.4459,41.0,65,0,0.18,clear sky,2021-04-04 23:18:11
428,Mount Gambier,AU,-37.8333,140.7667,60.8,63,67,10.36,broken clouds,2021-04-04 23:18:12
429,Ruangwa,TZ,-10.0667,38.9333,69.64,98,97,2.44,overcast clouds,2021-04-04 23:18:12
430,Tombouctou,ML,20.0,-3.0,86.07,7,42,7.05,scattered clouds,2021-04-04 23:16:00
431,Ola,RU,59.5833,151.2833,16.39,61,100,7.56,overcast clouds,2021-04-04 23:18:13
432,Izumo,JP,35.3667,132.7667,50.0,62,75,20.71,broken clouds,2021-04-04 23:18:14
433,Campoverde,PE,-8.4753,-74.8058,84.2,65,40,3.44,scattered clouds,2021-04-04 23:18:14
434,Richards Bay,ZA,-28.783,32.0377,64.18,82,0,3.71,clear sky,2021-04-04 23:18:14
435,Saint-Augustin,CA,51.226,-58.6502,35.65,99,100,17.87,overcast clouds,2021-04-04 23:18:15
436,Arlit,NE,18.7369,7.3853,78.94,7,0,9.31,clear sky,2021-04-04 23:18:15
437,Ibra,OM,22.6906,58.5334,75.56,42,9,3.36,clear sky,2021-04-04 23:18:16
438,Nyagan,RU,62.1406,65.3936,32.25,99,100,3.56,overcast clouds,2021-04-04 23:18:16
439,Kavieng,PG,-2.5744,150.7967,80.42,78,98,4.72,light rain,2021-04-04 23:16:07
440,Mirnyy,RU,62.5353,113.9611,-11.96,100,97,3.58,overcast clouds,2021-04-04 23:18:17
441,Havoysund,NO,70.9963,24.6622,26.6,93,100,9.22,overcast clouds,2021-04-04 23:18:12
442,Saint-Georges,GD,12.0564,-61.7485,78.35,79,53,13.0,broken clouds,2021-04-04 23:18:18
443,Hoima,UG,1.4356,31.3436,64.6,97,100,2.33,overcast clouds,2021-04-04 23:18:18
444,Dinguiraye,GN,11.3,-10.7167,85.42,16,99,4.23,overcast clouds,2021-04-04 23:18:19
445,Nevinnomyssk,RU,44.6267,41.9453,50.0,81,0,8.95,light rain,2021-04-04 23:18:19
446,Alta Floresta,BR,-9.8756,-56.0861,75.31,92,100,3.78,overcast clouds,2021-04-04 23:18:20
447,Manokwari,ID,-0.8667,134.0833,80.13,78,100,2.06,overcast clouds,2021-04-04 23:14:43
448,Maneadero,MX,31.7167,-116.5667,68.0,75,71,3.0,broken clouds,2021-04-04 23:18:20
449,Kandrian,PG,-6.2167,149.55,78.1,88,99,4.34,overcast clouds,2021-04-04 23:18:21
450,Cagliliog,PH,13.9016,123.2913,79.75,73,65,5.88,broken clouds,2021-04-04 23:18:22
451,Palaikastron,GR,35.2,26.25,64.0,61,100,15.32,overcast clouds,2021-04-04 23:18:22
452,Jasper,US,37.2001,-94.3502,75.2,41,1,12.66,clear sky,2021-04-04 23:18:22
453,Kaeo,NZ,-35.1,173.7833,69.01,70,84,1.99,broken clouds,2021-04-04 23:17:47
454,Lima,PE,-12.0432,-77.0282,75.2,64,0,8.05,clear sky,2021-04-04 23:16:41
455,Mattru,SL,7.6244,-11.8332,78.53,85,29,3.76,scattered clouds,2021-04-04 23:18:23
456,Broken Hill,AU,-31.95,141.4333,66.2,63,0,13.8,clear sky,2021-04-04 23:18:23
457,Mahebourg,MU,-20.4081,57.7,80.01,75,35,5.99,light rain,2021-04-04 23:18:24
458,Letlhakeng,BW,-24.0944,25.0298,66.42,69,0,6.53,clear sky,2021-04-04 23:18:24
459,Caxias,PT,38.7031,-9.2767,60.01,72,0,6.91,clear sky,2021-04-04 23:18:25
460,College,US,64.8569,-147.8028,33.01,55,75,16.11,broken clouds,2021-04-04 23:15:45
461,Chokwe,MZ,-24.5333,32.9833,65.5,81,0,2.73,clear sky,2021-04-04 23:18:25
462,Ca Mau,VN,9.1769,105.15,80.89,77,82,9.91,light rain,2021-04-04 23:18:26
463,Manga,BF,11.6636,-1.0731,87.53,10,1,6.35,clear sky,2021-04-04 23:18:26
464,West Wendover,US,40.7391,-114.0733,78.8,9,1,10.36,clear sky,2021-04-04 23:18:26
465,Rio Rancho,US,35.2334,-106.6645,81.0,11,75,8.05,broken clouds,2021-04-04 23:18:27
466,Chapais,CA,49.7834,-74.8492,39.2,60,90,5.75,overcast clouds,2021-04-04 23:18:27
467,Beringovskiy,RU,63.05,179.3167,5.43,77,45,5.77,scattered clouds,2021-04-04 23:18:27
468,Chernyshevskiy,RU,63.0128,112.4714,-19.03,99,59,3.33,broken clouds,2021-04-04 23:18:28
469,Ukiah,US,39.1502,-123.2078,69.8,37,1,4.61,clear sky,2021-04-04 23:18:29
470,Pinehurst,US,35.1954,-79.4695,71.6,20,1,4.61,clear sky,2021-04-04 23:16:19
471,Shache,CN,38.4167,77.2406,48.11,45,99,5.21,overcast clouds,2021-04-04 23:18:29
472,Mitchelstown,IE,52.2658,-8.2681,46.99,81,75,13.8,broken clouds,2021-04-04 23:18:30
473,Chissamba,AO,-12.1667,17.3333,63.77,80,75,1.01,broken clouds,2021-04-04 23:18:30
474,Inongo,CD,-1.95,18.2667,72.19,93,99,5.88,moderate rain,2021-04-04 23:18:30
475,Kamaishi,JP,39.2667,141.8833,42.8,75,75,17.27,broken clouds,2021-04-04 23:18:31
476,Moose Factory,CA,51.2585,-80.6094,32.0,86,1,9.22,clear sky,2021-04-04 23:18:32
477,Harda,IN,22.3333,77.1,80.82,12,0,3.31,clear sky,2021-04-04 23:18:32
478,Baker City,US,44.7749,-117.8344,62.6,29,1,16.11,clear sky,2021-04-04 23:18:32
479,Hangu,CN,39.2489,117.7892,50.0,66,75,4.47,mist,2021-04-04 23:18:33
480,Bassano,CA,50.7834,-112.4685,42.8,75,100,13.8,overcast clouds,2021-04-04 23:18:33
481,Impfondo,CG,1.6381,18.0667,74.98,81,72,3.8,broken clouds,2021-04-04 23:18:33
482,Gubden,RU,42.5681,47.5658,44.6,87,1,6.71,clear sky,2021-04-04 23:18:34
483,Maceio,BR,-9.6658,-35.7353,77.0,94,20,2.3,few clouds,2021-04-04 23:18:34
484,Sydney,AU,-33.8679,151.2073,75.0,83,20,14.97,few clouds,2021-04-04 23:18:35
485,Mawlaik,MM,23.6333,94.4167,67.93,75,8,1.28,clear sky,2021-04-04 23:18:35
486,Mecca,SA,21.4267,39.8261,76.06,39,100,6.29,overcast clouds,2021-04-04 23:18:36
487,Jawhar,SO,2.7809,45.5005,78.62,83,81,5.39,broken clouds,2021-04-04 23:18:36
488,Sao Filipe,CV,14.8961,-24.4956,73.13,75,6,6.51,clear sky,2021-04-04 23:17:27
489,Sabha,LY,27.0377,14.4283,73.36,10,26,14.45,scattered clouds,2021-04-04 23:18:24
490,Santa Maria,BR,-29.6842,-53.8069,75.2,73,20,5.75,few clouds,2021-04-04 23:18:37
491,Nome,US,64.5011,-165.4064,3.99,71,1,18.41,clear sky,2021-04-04 23:18:37
492,Abha,SA,18.2164,42.5053,62.6,51,0,4.38,clear sky,2021-04-04 23:18:38
493,Perth,AU,-31.9333,115.8333,64.99,94,75,4.61,broken clouds,2021-04-04 23:15:06
494,Shestakovo,RU,56.4915,103.96,24.71,97,100,2.82,overcast clouds,2021-04-04 23:18:38
495,Batemans Bay,AU,-35.7167,150.1833,69.01,85,93,1.01,overcast clouds,2021-04-04 23:18:39
496,Skibbereen,IE,51.55,-9.2667,44.6,81,75,13.8,broken clouds,2021-04-04 23:18:40
497,Malakal,SS,9.5334,31.6605,87.39,19,72,7.78,broken clouds,2021-04-04 23:18:40
498,Mundo Nuevo,MX,18.7,-95.5,75.54,57,5,13.47,clear sky,2021-04-04 23:18:41
499,Lubbock,US,33.6001,-101.8338,73.4,40,20,14.97,few clouds,2021-04-04 23:18:41
500,Yarega,RU,63.4354,53.5765,18.36,97,23,2.66,few clouds,2021-04-04 23:18:41
501,Hurfeish,IL,33.0171,35.3484,48.06,44,0,3.91,clear sky,2021-04-04 23:18:42
502,Eufaula,US,31.8913,-85.1455,73.4,25,1,5.75,clear sky,2021-04-04 23:18:43
503,Cherepovets,RU,59.1333,37.9,31.46,93,100,10.31,snow,2021-04-04 23:18:43
504,Portobelo,PA,9.55,-79.65,82.0,88,78,21.99,broken clouds,2021-04-04 23:18:44
505,Beira,MZ,-19.8436,34.8389,74.01,86,7,1.7,light rain,2021-04-04 23:17:52
506,Poum,NC,-20.2333,164.0167,79.48,69,86,25.97,overcast clouds,2021-04-04 23:18:44
507,Clyde River,CA,70.4692,-68.5914,-13.0,77,1,9.22,clear sky,2021-04-04 23:18:45
508,Jalu,LY,29.0331,21.5482,69.84,11,0,11.32,clear sky,2021-04-04 23:18:45
509,Vila Velha,BR,-20.3297,-40.2925,77.0,73,20,9.22,few clouds,2021-04-04 23:18:45
510,Florida,US,28.7505,-82.5001,69.01,52,1,5.75,clear sky,2021-04-04 23:16:19
511,Guangyuan,CN,32.442,105.823,43.0,99,90,1.01,overcast clouds,2021-04-04 23:18:46
512,Chimore,BO,-16.9833,-65.1333,70.9,97,99,1.32,overcast clouds,2021-04-04 23:18:46
513,Novyy Yarychiv,UA,49.9044,24.3052,30.0,93,0,2.24,clear sky,2021-04-04 23:18:47
514,Provideniya,RU,64.3833,-173.3,6.8,61,0,4.47,clear sky,2021-04-04 23:18:47
515,Hirado,JP,33.3597,129.5531,55.4,62,75,21.85,broken clouds,2021-04-04 23:18:48
516,Santa Rosa,PH,14.3122,121.1114,81.0,78,90,5.75,overcast clouds,2021-04-04 23:18:48
517,Biak,ID,-0.9131,122.8766,78.8,80,99,4.38,overcast clouds,2021-04-04 23:18:49
518,Kaputa,ZM,-8.4689,29.6619,69.21,86,84,0.36,light rain,2021-04-04 23:18:49
519,Tilichiki,RU,60.4667,166.1,15.89,87,100,15.55,overcast clouds,2021-04-04 23:18:49
520,San Pedro Buenavista,MX,16.0833,-93.1167,82.4,44,1,18.41,clear sky,2021-04-04 23:18:50
521,Gediz,TR,39.0417,29.41,54.39,49,100,13.47,light rain,2021-04-04 23:18:50
522,Khorixas,NA,-20.3667,14.9667,78.12,40,36,4.56,scattered clouds,2021-04-04 23:18:51
523,Hvide Sande,DK,56.0045,8.1294,39.99,80,100,5.99,overcast clouds,2021-04-04 23:18:51
524,Sangar,RU,63.9242,127.4739,-14.21,98,100,2.44,overcast clouds,2021-04-04 23:18:52
525,Zhigansk,RU,66.7697,123.3711,-12.42,98,85,5.59,overcast clouds,2021-04-04 23:18:52
